city_code,name_heb,name_eng,stat_code,cluster_2019,cluster_2017,yishuv_stat
8300.0,ראשון לציון,RISHON LEZIYYON,625,7.0,8,83000625
8300.0,ראשון לציון,RISHON LEZIYYON,311,7.0,7,83000311
8300.0,ראשון לציון,RISHON LEZIYYON,524,7.0,7,83000524
8300.0,ראשון לציון,RISHON LEZIYYON,521,8.0,8,83000521
8300.0,ראשון לציון,RISHON LEZIYYON,423,8.0,8,83000423
8300.0,ראשון לציון,RISHON LEZIYYON,514,8.0,8,83000514
8300.0,ראשון לציון,RISHON LEZIYYON,113,8.0,8,83000113
8300.0,ראשון לציון,RISHON LEZIYYON,523,8.0,8,83000523
8300.0,ראשון לציון,RISHON LEZIYYON,424,8.0,9,83000424
8300.0,ראשון לציון,RISHON LEZIYYON,412,8.0,9,83000412
8300.0,ראשון לציון,RISHON LEZIYYON,516,8.0,8,83000516
8300.0,ראשון לציון,RISHON LEZIYYON,215,8.0,8,83000215
8300.0,ראשון לציון,RISHON LEZIYYON,515,8.0,8,83000515
8300.0,ראשון לציון,RISHON LEZIYYON,614,8.0,9,83000614
8300.0,ראשון לציון,RISHON LEZIYYON,214,8.0,9,83000214
8300.0,ראשון לציון,RISHON LEZIYYON,611,8.0,9,83000611
8300.0,ראשון לציון,RISHON LEZIYYON,223,8.0,8,83000223
8300.0,ראשון לציון,RISHON LEZIYYON,612,9.0,9,83000612
8300.0,ראשון לציון,RISHON LEZIYYON,411,9.0,9,83000411
8600.0,רמת גן,RAMAT GAN,323,2.0,3,86000323
8600.0,רמת גן,RAMAT GAN,322,5.0,5,86000322
8600.0,רמת גן,RAMAT GAN,412,6.0,6,86000412
8600.0,רמת גן,RAMAT GAN,321,7.0,6,86000321
8600.0,רמת גן,RAMAT GAN,211,7.0,7,86000211
8600.0,רמת גן,RAMAT GAN,214,7.0,7,86000214
8600.0,רמת גן,RAMAT GAN,314,7.0,7,86000314
8600.0,רמת גן,RAMAT GAN,325,7.0,7,86000325
8600.0,רמת גן,RAMAT GAN,225,7.0,7,86000225
8600.0,רמת גן,RAMAT GAN,313,7.0,7,86000313
8600.0,רמת גן,RAMAT GAN,114,7.0,7,86000114
8600.0,רמת גן,RAMAT GAN,221,7.0,7,86000221
8600.0,רמת גן,RAMAT GAN,216,7.0,7,86000216
8600.0,רמת גן,RAMAT GAN,115,7.0,7,86000115
8600.0,רמת גן,RAMAT GAN,212,7.0,7,86000212
8600.0,רמת גן,RAMAT GAN,215,7.0,7,86000215
8600.0,רמת גן,RAMAT GAN,213,7.0,8,86000213
8600.0,רמת גן,RAMAT GAN,124,7.0,8,86000124
8600.0,רמת גן,RAMAT GAN,113,7.0,8,86000113
8600.0,רמת גן,RAMAT GAN,311,7.0,7,86000311
8600.0,רמת גן,RAMAT GAN,116,8.0,8,86000116
8600.0,רמת גן,RAMAT GAN,121,8.0,8,86000121
8600.0,רמת גן,RAMAT GAN,324,8.0,8,86000324
8600.0,רמת גן,RAMAT GAN,222,8.0,8,86000222
8600.0,רמת גן,RAMAT GAN,224,8.0,8,86000224
8600.0,רמת גן,RAMAT GAN,223,8.0,8,86000223
8600.0,רמת גן,RAMAT GAN,122,9.0,9,86000122
8600.0,רמת גן,RAMAT GAN,312,9.0,9,86000312
8600.0,רמת גן,RAMAT GAN,123,9.0,9,86000123
8600.0,רמת גן,RAMAT GAN,125,9.0,9,86000125
8600.0,רמת גן,RAMAT GAN,112,9.0,9,86000112
8600.0,רמת גן,RAMAT GAN,414,10.0,10,86000414
2650.0,רמת השרון,RAMAT HASHARON,13,7.0,7,26500013
2650.0,רמת השרון,RAMAT HASHARON,11,7.0,7,26500011
2650.0,רמת השרון,RAMAT HASHARON,22,9.0,9,26500022
2650.0,רמת השרון,RAMAT HASHARON,21,9.0,9,26500021
2650.0,רמת השרון,RAMAT HASHARON,32,9.0,9,26500032
2650.0,רמת השרון,RAMAT HASHARON,14,10.0,9,26500014
2650.0,רמת השרון,RAMAT HASHARON,23,10.0,9,26500023
2650.0,רמת השרון,RAMAT HASHARON,33,10.0,9,26500033
2650.0,רמת השרון,RAMAT HASHARON,24,10.0,10,26500024
2650.0,רמת השרון,RAMAT HASHARON,31,10.0,10,26500031
5000.0,תל אביב -יפו,TEL AVIV - YAFO,923,1.0,1,50000923
5000.0,תל אביב -יפו,TEL AVIV - YAFO,821,2.0,3,50000821
5000.0,תל אביב -יפו,TEL AVIV - YAFO,934,3.0,3,50000934
5000.0,תל אביב -יפו,TEL AVIV - YAFO,935,3.0,3,50000935
5000.0,תל אביב -יפו,TEL AVIV - YAFO,724,3.0,3,50000724
5000.0,תל אביב -יפו,TEL AVIV - YAFO,931,3.0,3,50000931
5000.0,תל אביב -יפו,TEL AVIV - YAFO,932,4.0,3,50000932
5000.0,תל אביב -יפו,TEL AVIV - YAFO,815,4.0,3,50000815
5000.0,תל אביב -יפו,TEL AVIV - YAFO,933,4.0,4,50000933
5000.0,תל אביב -יפו,TEL AVIV - YAFO,924,5.0,4,50000924
5000.0,תל אביב -יפו,TEL AVIV - YAFO,734,5.0,4,50000734
5000.0,תל אביב -יפו,TEL AVIV - YAFO,816,5.0,4,50000816
5000.0,תל אביב -יפו,TEL AVIV - YAFO,824,5.0,4,50000824
5000.0,תל אביב -יפו,TEL AVIV - YAFO,723,5.0,4,50000723
5000.0,תל אביב -יפו,TEL AVIV - YAFO,823,5.0,4,50000823
5000.0,תל אביב -יפו,TEL AVIV - YAFO,833,5.0,4,50000833
5000.0,תל אביב -יפו,TEL AVIV - YAFO,822,5.0,4,50000822
5000.0,תל אביב -יפו,TEL AVIV - YAFO,721,5.0,5,50000721
5000.0,תל אביב -יפו,TEL AVIV - YAFO,832,6.0,5,50000832
5000.0,תל אביב -יפו,TEL AVIV - YAFO,732,6.0,5,50000732
5000.0,תל אביב -יפו,TEL AVIV - YAFO,733,6.0,4,50000733
5000.0,תל אביב -יפו,TEL AVIV - YAFO,814,6.0,5,50000814
5000.0,תל אביב -יפו,TEL AVIV - YAFO,826,6.0,5,50000826
5000.0,תל אביב -יפו,TEL AVIV - YAFO,511,7.0,7,50000511
5000.0,תל אביב -יפו,TEL AVIV - YAFO,711,7.0,7,50000711
5000.0,תל אביב -יפו,TEL AVIV - YAFO,522,7.0,7,50000522
5000.0,תל אביב -יפו,TEL AVIV - YAFO,521,7.0,7,50000521
5000.0,תל אביב -יפו,TEL AVIV - YAFO,523,7.0,7,50000523
5000.0,תל אביב -יפו,TEL AVIV - YAFO,715,7.0,7,50000715
5000.0,תל אביב -יפו,TEL AVIV - YAFO,713,7.0,7,50000713
5000.0,תל אביב -יפו,TEL AVIV - YAFO,921,7.0,7,50000921
5000.0,תל אביב -יפו,TEL AVIV - YAFO,731,7.0,7,50000731
5000.0,תל אביב -יפו,TEL AVIV - YAFO,512,7.0,8,50000512
5000.0,תל אביב -יפו,TEL AVIV - YAFO,916,7.0,7,50000916
5000.0,תל אביב -יפו,TEL AVIV - YAFO,922,7.0,7,50000922
5000.0,תל אביב -יפו,TEL AVIV - YAFO,532,8.0,8,50000532
5000.0,תל אביב -יפו,TEL AVIV - YAFO,722,8.0,7,50000722
5000.0,תל אביב -יפו,TEL AVIV - YAFO,533,8.0,8,50000533
5000.0,תל אביב -יפו,TEL AVIV - YAFO,541,8.0,7,50000541
5000.0,תל אביב -יפו,TEL AVIV - YAFO,915,8.0,8,50000915
5000.0,תל אביב -יפו,TEL AVIV - YAFO,542,8.0,8,50000542
5000.0,תל אביב -יפו,TEL AVIV - YAFO,811,8.0,7,50000811
5000.0,תל אביב -יפו,TEL AVIV - YAFO,812,8.0,8,50000812
5000.0,תל אביב -יפו,TEL AVIV - YAFO,712,8.0,8,50000712
5000.0,תל אביב -יפו,TEL AVIV - YAFO,552,8.0,8,50000552
5000.0,תל אביב -יפו,TEL AVIV - YAFO,813,8.0,8,50000813
5000.0,תל אביב -יפו,TEL AVIV - YAFO,312,9.0,9,50000312
5000.0,תל אביב -יפו,TEL AVIV - YAFO,911,9.0,9,50000911
5000.0,תל אביב -יפו,TEL AVIV - YAFO,513,9.0,8,50000513
5000.0,תל אביב -יפו,TEL AVIV - YAFO,317,9.0,9,50000317
5000.0,תל אביב -יפו,TEL AVIV - YAFO,611,9.0,9,50000611
5000.0,תל אביב -יפו,TEL AVIV - YAFO,326,9.0,9,50000326
5000.0,תל אביב -יפו,TEL AVIV - YAFO,321,9.0,9,50000321
5000.0,תל אביב -יפו,TEL AVIV - YAFO,514,9.0,9,50000514
5000.0,תל אביב -יפו,TEL AVIV - YAFO,554,9.0,9,50000554
5000.0,תל אביב -יפו,TEL AVIV - YAFO,313,9.0,9,50000313
5000.0,תל אביב -יפו,TEL AVIV - YAFO,516,9.0,9,50000516
5000.0,תל אביב -יפו,TEL AVIV - YAFO,515,9.0,9,50000515
5000.0,תל אביב -יפו,TEL AVIV - YAFO,543,9.0,9,50000543
5000.0,תל אביב -יפו,TEL AVIV - YAFO,912,9.0,9,50000912
5000.0,תל אביב -יפו,TEL AVIV - YAFO,316,9.0,9,50000316
5000.0,תל אביב -יפו,TEL AVIV - YAFO,612,9.0,9,50000612
5000.0,תל אביב -יפו,TEL AVIV - YAFO,517,9.0,9,50000517
5000.0,תל אביב -יפו,TEL AVIV - YAFO,322,9.0,9,50000322
5000.0,תל אביב -יפו,TEL AVIV - YAFO,221,9.0,9,50000221
5000.0,תל אביב -יפו,TEL AVIV - YAFO,113,9.0,9,50000113
5000.0,תל אביב -יפו,TEL AVIV - YAFO,421,9.0,9,50000421
5000.0,תל אביב -יפו,TEL AVIV - YAFO,114,9.0,9,50000114
5000.0,תל אביב -יפו,TEL AVIV - YAFO,324,10.0,9,50000324
5000.0,תל אביב -יפו,TEL AVIV - YAFO,315,10.0,9,50000315
5000.0,תל אביב -יפו,TEL AVIV - YAFO,214,10.0,9,50000214
5000.0,תל אביב -יפו,TEL AVIV - YAFO,125,10.0,9,50000125
5000.0,תל אביב -יפו,TEL AVIV - YAFO,314,10.0,9,50000314
5000.0,תל אביב -יפו,TEL AVIV - YAFO,323,10.0,9,50000323
5000.0,תל אביב -יפו,TEL AVIV - YAFO,212,10.0,9,50000212
5000.0,תל אביב -יפו,TEL AVIV - YAFO,412,10.0,9,50000412
5000.0,תל אביב -יפו,TEL AVIV - YAFO,411,10.0,9,50000411
5000.0,תל אביב -יפו,TEL AVIV - YAFO,325,10.0,9,50000325
5000.0,תל אביב -יפו,TEL AVIV - YAFO,213,10.0,9,50000213
5000.0,תל אביב -יפו,TEL AVIV - YAFO,121,10.0,9,50000121
5000.0,תל אביב -יפו,TEL AVIV - YAFO,123,10.0,10,50000123
5000.0,תל אביב -יפו,TEL AVIV - YAFO,124,10.0,10,50000124
5000.0,תל אביב -יפו,TEL AVIV - YAFO,621,10.0,..,50000621
5000.0,תל אביב -יפו,TEL AVIV - YAFO,422,10.0,9,50000422
5000.0,תל אביב -יפו,TEL AVIV - YAFO,423,10.0,10,50000423
5000.0,תל אביב -יפו,TEL AVIV - YAFO,223,10.0,10,50000223
5000.0,תל אביב -יפו,TEL AVIV - YAFO,115,10.0,10,50000115
5000.0,תל אביב -יפו,TEL AVIV - YAFO,211,10.0,10,50000211
5000.0,תל אביב -יפו,TEL AVIV - YAFO,122,10.0,10,50000122
5000.0,תל אביב -יפו,TEL AVIV - YAFO,222,10.0,10,50000222
5000.0,תל אביב -יפו,TEL AVIV - YAFO,914,10.0,10,50000914
5000.0,תל אביב -יפו,TEL AVIV - YAFO,224,10.0,10,50000224
5000.0,תל אביב -יפו,TEL AVIV - YAFO,613,10.0,10,50000613
